s11a,s11m,wavelengths
-0.010956852495576996,0.048693119101073275,1.4
-2.31057880388466,0.04059059566988313,1.4061224489795918
-4.676650618907317,0.04138342886858741,1.4122448979591835
-7.1318881804802885,0.038898180591172324,1.4183673469387754
-9.252300954550533,0.03601145385587097,1.4244897959183673
-11.76897265179337,0.03452955488427037,1.430612244897959
-13.93014374427393,0.030490365931552178,1.436734693877551
-16.141636928318494,0.028611427968802863,1.4428571428571428
-18.51786818899386,0.023505031561681895,1.4489795918367345
-20.429410736753276,0.024539345131621388,1.4551020408163264
-22.697010245032757,0.02003865892032441,1.4612244897959183
-24.80937064876619,0.017095861490380507,1.46734693877551
-26.738489051853026,0.021681705790637475,1.473469387755102
-28.818547779312944,0.014119039057615796,1.4795918367346939
-30.793178770061438,0.016731821885566905,1.4857142857142855
-32.94077053375658,0.020753023012367314,1.4918367346938775
-34.68581928235064,0.012372308086666521,1.4979591836734694
-36.82806007218456,0.017537075654855426,1.504081632653061
-39.03237568175705,0.019208147016440174,1.510204081632653
-40.47860296238722,0.013942682901051296,1.5163265306122449
-42.75961369830794,0.017782602384824125,1.5224489795918366
-44.93044962298581,0.017156066774301617,1.5285714285714285
-46.23231190814139,0.016671239783990727,1.5346938775510204
-48.53391866371686,0.017691477737934697,1.5408163265306123
-50.62948371685272,0.015536845211275366,1.546938775510204
-51.92374334631333,0.01968524373208185,1.5530612244897959
-54.071705897514434,0.0190684180560848,1.5591836734693876
-56.220005526470004,0.013920813785543105,1.5653061224489793
-57.52014246298424,0.021968141168871743,1.5714285714285714
-59.520779115487485,0.022332066817009145,1.577551020408163
-61.52619367877748,0.013014628601681295,1.583673469387755
-63.02294336939306,0.021808493903294257,1.589795918367347
-64.94872268951903,0.025396895843058438,1.5959183673469388
-66.62170458838679,0.013287580072059279,1.6020408163265305
-68.27028859159073,0.019374697929503557,1.6081632653061224
-70.28007910471855,0.02753090341466543,1.6142857142857145
-71.75481692258336,0.015675946719774143,1.6204081632653058
-73.18268867458926,0.018965830315681536,1.6265306122448977
-75.41417580402201,0.02767882089769415,1.6326530612244898
-77.11331912868683,0.019060051322569507,1.6387755102040813
-78.01244988881956,0.02130565152859542,1.6448979591836734
-80.17777761044017,0.02601252181032456,1.6510204081632656
-82.2942485022269,0.02247815166283449,1.657142857142857
-82.953601628276,0.019967550960283798,1.663265306122449
-84.67890021733037,0.03189005363130199,1.6693877551020408
-86.94626473786133,0.025157871165894595,1.6755102040816325
-88.18926468422735,0.01279791509057306,1.6816326530612244
-89.1442980581557,0.03839754283972187,1.6877551020408164
-91.15024212240546,0.04100602818644086,1.693877551020408
-93.02488743191883,0.022732890109427473,1.7
